request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_129,102.49,not_affordable,not_recommended,none,,none,"Not recommended right now: only USD 102.49 can be paid without dropping below the USD 800 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-06-18. Prize claim (event_11925) is closed; no further WinPoint payments are scheduled."
request_130,428.15,affordable_later,wait,2025-02-15:1978.80,2025-02-15,none,"Wait and pay the full USD 1,978.80 on 2025-02-15, once the balance can safely absorb it. Temporary one-cycle reduced pay of USD 2177.28 continues for the next payroll only; not a permanent salary change."
request_131,1385.56,affordable_with_plan,installments,2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14,2025-06-15,none,"Use 3 installments of USD 643.14 starting 2025-05-06, totaling USD 1,929.42. This keeps the balance at or above USD 1,100 at every step. Payroll credit date shifted; next salary payment confirmed for 2025-05-23 instead of the usual mid-month date, amount unchanged."
request_132,281.98,affordable_later,wait,2026-03-15:379.86,2026-03-15,none,"Wait and pay the full USD 379.86 on 2026-03-15, once the balance can safely absorb it. Confirmed salary returns to USD 1193.40 for next payroll (after Dec 2025's reduced USD 656.37) due to approved unpaid leave ending."
request_133,15770000.0,not_affordable,not_recommended,none,2024-03-07,none,"Not recommended: IDR 15,770,000 would itself stay above the IDR 9,986,200 you want to keep, but none of the payment options offered for this request fit the methods you accept (partial_payment). Seasonal contract with HarborWorks has ended; no off-season income or contract renewal has been confirmed."
request_134,4364103.29,affordable_later,wait,2025-10-15:21831000,2025-10-15,none,"Wait and pay the full IDR 21,831,000 on 2025-10-15, once the balance can safely absorb it."
request_135,257.59,affordable_later,wait,2026-07-15:304.80,2026-07-15,none,"Wait and pay the full USD 304.80 on 2026-07-15, once the balance can safely absorb it. Confirmed salary raised to USD 828 effective 2026-07-15 (from USD 645.84)."
request_136,481.14,affordable_later,wait,2024-06-15:560.40,2024-06-15,none,"Wait and pay the full USD 560.40 on 2024-06-15, once the balance can safely absorb it."
request_137,18612.61,affordable_with_plan,wait,2026-01-15:80100,,reduce_to:event_12574:2068|stop:event_12572,"Wait and pay the full INR 80,100 on 2026-01-15, once the balance can safely absorb it. This requires reducing shopping to its minimum; stopping streaming to free up enough cash. Rent increases 12% from the next payment; no exact new amount was stated so it is not applied as a figure."
request_138,991.15,affordable_with_plan,partial_payment,2026-04-07:991.15|2026-04-15:265.79,2026-04-15,none,"Pay EUR 991.15 today (2026-04-07) and the remaining EUR 265.79 on 2026-04-15. This keeps at least EUR 2,300 available throughout. Disputed extra card charge on event_12709 is still under investigation; no reversal has been posted, so it remains a real debit for now."
request_139,1792.86,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-10-15,none,"Use 3 installments of USD 802.88 starting 2024-09-07, totaling USD 2,408.64. This keeps the balance at or above USD 1,500 at every step."
request_140,1182.68,not_affordable,not_recommended,none,,none,"Not recommended right now: only ZAR 1,182.68 can be paid without dropping below the ZAR 21,600 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-03-04. First salary of ZAR 31900 confirmed for credit date 2025-02-15, consistent with existing payroll pattern."
request_141,19635.07,not_affordable,not_recommended,none,,none,"Not recommended right now: only INR 19,635.07 can be paid without dropping below the INR 67,300 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-02-12."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"Pay USD 1,263.60 in full on 2024-12-05. This keeps at least USD 1,700 available through the 90-day forecast. Client approved an invoice for USD 2040 with settlement expected 2024-12-15 (InvoiceFlow); an approved-but-unsettled receivable, so not counted as confirmed cash."
request_143,2854.67,affordable_later,wait,2025-07-15:12584,2025-07-15,none,"Wait and pay the full ZAR 12,584 on 2025-07-15, once the balance can safely absorb it. Prize proceeds (event_13207) settled and the claim is now closed; no further prize payments should be assumed."
request_144,161.12,affordable_later,wait,2026-09-15:233.34,2026-09-15,none,"Wait and pay the full USD 233.34 on 2026-09-15, once the balance can safely absorb it."
request_145,37525.91,not_affordable,not_recommended,none,2024-05-15,none,"Not recommended right now: only INR 37,525.91 can be paid without dropping below the INR 155,400 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-05-26. Message confirms the INR 116100 one-time arrears adjustment (already recorded as event_13337) is a one-off, separate from the INR 258000 regular salary."
request_146,12368.02,not_affordable,not_recommended,none,,none,"Not recommended right now: only INR 12,368.02 can be paid without dropping below the INR 108,600 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-10-17."
request_147,0.0,not_affordable,not_recommended,none,,none,Not recommended right now: no part of this can be paid without dropping below the EUR 900 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-06-07. Regular EUR 1529 salary resumes 2026-04-15 after leave; a new recurring childcare deduction also begins the same month but its amount was not specified.
request_148,6771.79,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-08-15,reduce_to:event_13594:576.40|reduce_to:event_13661:531.30,"Use 3 installments of ZAR 7,710.56 starting 2024-06-14, totaling ZAR 23,131.68. This keeps the balance at or above ZAR 20,000 at every step. This requires reducing entertainment to its minimum; reducing dining to its minimum to free up enough cash. Investment sale proceeds (event_13663) fully settled to cash with nothing pending."
request_149,23929.15,not_affordable,not_recommended,none,2026-01-15,none,"Not recommended right now: only ZAR 23,929.15 can be paid without dropping below the ZAR 42,100 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-01-19."
request_150,253.56,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-03-15,stop:event_13786,"Use 3 installments of EUR 171.98 starting 2026-01-06, totaling EUR 515.94. This keeps the balance at or above EUR 700 at every step. This requires stopping streaming to free up enough cash. Confirmed salary returns to EUR 893.75 for next payroll (Jan 2026) after Dec 2025's leave-related reduction to EUR 491.56."
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Pay IDR 26,999,000 in full on 2024-09-03. This keeps at least IDR 31,633,600 available through the 90-day forecast. New employer confirms first payroll (2024-09-15) at IDR 46170000, consistent with amount already recorded for event_13888."
request_152,11639.37,not_affordable,not_recommended,none,2025-04-15,none,"Not recommended right now: only ZAR 11,639.37 can be paid without dropping below the ZAR 11,900 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-04-13. The employer credit referenced (event_14026, not detailed here) is a one-time reimbursement for an earlier work expense, not salary; claim is closed with no further reimbursements expected."
request_153,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the USD 1,400 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-09-24. Foreign-currency merchant charge; final home-currency amount not yet known, so no figure is assumed."
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use 3 installments of EUR 563.61 starting 2024-12-04, totaling EUR 1,690.83. This keeps the balance at or above EUR 1,300 at every step. One household income source ended; remaining confirmed monthly salary is EUR 1628 (permanent change) effective after 2024-11-15."
request_155,75576.49,not_affordable,not_recommended,none,,none,"Not recommended right now: only INR 75,576.49 can be paid without dropping below the INR 56,300 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-05-20. Regular salary of INR 84000 resumes 2025-05-15; a new recurring childcare payment (expense) also begins that month per employer notice."
request_156,9268.97,affordable_later,wait,2026-06-15:43076,2026-06-15,none,"Wait and pay the full ZAR 43,076 on 2026-06-15, once the balance can safely absorb it. Disputed extra card charge (event_14399) remains under investigation as of 2026-04-01; no reversal has been posted yet, so it should not be treated as reversed."
request_157,4352610.76,affordable_later,wait,2024-05-15:23503000,2024-05-15,none,"Wait and pay the full IDR 23,503,000 on 2024-05-15, once the balance can safely absorb it. Employer confirms temporary reduced monthly salary of IDR 23940000 continues for the next payroll cycle (message dated 2024-02-29)."
request_158,242600.0,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Use 3 installments of INR 84,101.33 starting 2025-08-07, totaling INR 252,303.99. This keeps the balance at or above INR 131,400 at every step."
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,"Pay ZAR 13,398 in full on 2026-01-04. This keeps at least ZAR 8,700 available through the 90-day forecast. Next ShiftPay payout still pending and not withdrawable until closed; not counted as confirmed cash."
request_160,560.31,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Use 3 installments of EUR 432.05 starting 2024-06-13, totaling EUR 1,296.15. This keeps the balance at or above EUR 1,200 at every step."
request_161,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the IDR 23,010,400 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-01-15. Employer states the next payroll (2025-11-15) is approved and processing at IDR 26790000, following the prorated first salary (event_14769, IDR 14734500 on 2025-10-15). Amount not yet settled as of message date; treat as expected future recurring salary once it settles."
request_162,532403.37,not_affordable,not_recommended,none,,none,"Not recommended right now: only IDR 532,403.37 can be paid without dropping below the IDR 24,161,100 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-08-26. Confirmed salary raised to IDR 29070000 effective 2026-07-15 (from IDR 22674600)."
request_163,9168006.17,not_affordable,not_recommended,none,2024-11-15,none,"Not recommended right now: only IDR 9,168,006.17 can be paid without dropping below the IDR 26,728,700 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-11-15. Regular salary of IDR 30400000 continues; the one-time arrears adjustment of IDR 13680000 is already reflected as event_14948."
request_164,27018000.0,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Use 3 installments of IDR 9,366,240 starting 2025-02-11, totaling IDR 28,098,720. This keeps the balance at or above IDR 29,550,500 at every step. Confirmed base salary raised to IDR 44270000 (permanent); commission on running transactions remains pending approval and should not be counted until earned."
request_165,62146.68,affordable_with_plan,full_payment,2026-04-06:80600,,stop:event_15135|reduce_to:event_15173:1875,"Pay INR 80,600 in full on 2026-04-06. This keeps at least INR 95,000 available through the 90-day forecast. This requires stopping streaming; reducing dining to its minimum to free up enough cash. Employment ended per employer notice dated 2026-04-03; no further regular salary payments are scheduled beyond the final settlement."
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use 3 installments of USD 1,007.97 starting 2024-12-03, totaling USD 3,023.91. This keeps the balance at or above USD 1,700 at every step. Client approved an invoice for USD 2340 with settlement expected 2024-12-15, but it has not settled yet; other submitted invoices remain unapproved and should not be counted."
request_167,43802.0,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"Pay ZAR 43,802 in full on 2025-05-05. This keeps at least ZAR 31,200 available through the 90-day forecast. Payroll credit date shifted to 2025-05-23 for the next cycle; no change to the salary amount."
request_168,23661.78,affordable_with_plan,partial_payment,2026-01-07:23661.78|2026-03-15:25718.22,2026-03-15,none,"Pay INR 23,661.78 today (2026-01-07) and the remaining INR 25,718.22 on 2026-03-15. This keeps at least INR 114,400 available throughout. Following the reduced December payment (event_15360, unpaid leave), the next payroll cycle returns to the normal INR 137150 salary."
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Pay ZAR 41,976 in full on 2024-03-04. This keeps at least ZAR 18,700 available through the 90-day forecast. Foreign-currency refund still processing; final home-currency credit amount not yet known, so no amount can be recorded."
request_170,29407776.85,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-10-15,none,"Use 3 installments of IDR 12,804,480 starting 2025-08-06, totaling IDR 38,413,440. This keeps the balance at or above IDR 24,715,800 at every step. Prize claim verified but payment still in processing as of 2025-08-02; funds have not been credited and should not be counted as available cash."
request_171,10.72,not_affordable,not_recommended,none,,none,"Not recommended right now: only EUR 10.72 can be paid without dropping below the EUR 500 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2026-09-10. Bank message describes a matching debit/credit as an internal transfer between the user's own two accounts (no net cash flow); no specific event_id was provided in this batch to exclude."
request_172,10083.7,affordable_with_plan,partial_payment,2024-06-05:10083.70|2024-06-15:116.30,2024-06-15,none,"Pay ZAR 10,083.70 today (2024-06-05) and the remaining ZAR 116.30 on 2024-06-15. This keeps at least ZAR 27,200 available throughout. Bank notes minimum payments due on two separate card accounts; no specific amounts given."
request_173,61805.41,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,,reduce_to:event_15946:2105,"Use 3 installments of INR 39,173.33 starting 2025-11-21, totaling INR 117,519.99. This keeps the balance at or above INR 79,100 at every step. This requires reducing dining to its minimum to free up enough cash. Salary of USD 1284 confirmed for settlement on 2025-11-15, consistent with prior recurring payroll pattern; final home-currency amount depends on settlement-date FX rate."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35 starting 2026-04-04, totaling EUR 1,192.05. This keeps the balance at or above EUR 700 at every step."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Pay EUR 2,346.30 in full on 2024-09-06. This keeps at least EUR 1,700 available through the 90-day forecast."
request_176,479.82,affordable_later,wait,2025-02-20:1239.70,2025-02-20,none,"Wait and pay the full EUR 1,239.70 on 2025-02-20, once the balance can safely absorb it. Employer states confirmed base salary is EUR 847, differing from the EUR 508.2 recorded in recent base-salary events; commission on open deals remains pending and should not be counted until earned."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Pay USD 1,017.60 in full on 2026-01-05. This keeps at least USD 1,300 available through the 90-day forecast. Salary was reduced to USD 952.38 for the Dec 2025 cycle only (approved unpaid leave, per event_16230); employer message confirms the next payroll (Jan 2026) reverts to the regular USD 1731.60."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54 starting 2024-12-07, totaling EUR 3,055.62. This keeps the balance at or above EUR 1,400 at every step. Client approved an invoice for EUR 2376 with settlement expected 2024-12-15 (FreelanceHub); an approved-but-unsettled receivable, so not counted as confirmed cash."
request_179,20686522.36,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Wait and pay the full IDR 41,648,000 on 2025-07-15, once the balance can safely absorb it. Message claims a cash prize requiring an upfront processing fee; this is a suspected advance-fee scam pattern and is not treated as a confirmed financial fact."
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500 in full on 2026-07-06. This keeps at least INR 37,300 available through the 90-day forecast. First salary of INR 59000 confirmed for credit date 2026-07-15, consistent with existing payroll pattern."
request_181,132.87,not_affordable,not_recommended,none,,none,"Not recommended right now: only USD 132.87 can be paid without dropping below the USD 2,000 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-04-07."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 in full on 2025-08-05. This keeps at least ZAR 31,100 available through the 90-day forecast. Quarterly bonus amount and payment date remain unapproved/pending as of 2025-08-04; do not count until confirmed."
request_183,22485922.85,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-06-15,reduce_to:event_16815:365560|stop:event_16814|reduce_to:event_16816:342000,"Use 3 installments of IDR 9,313,546.67 starting 2026-04-10, totaling IDR 27,940,640.01. This keeps the balance at or above IDR 11,878,300 at every step. This requires reducing shopping to its minimum; stopping streaming; reducing entertainment to its minimum to free up enough cash. Foreign-currency merchant charge/refund; final home-currency amount not yet known, so no figure is assumed."
request_184,4465.97,not_affordable,not_recommended,none,,none,"Not recommended right now: only INR 4,465.97 can be paid without dropping below the INR 110,800 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-07-30. Foreign-currency refund still processing; final home-currency credit amount not yet known, so no amount can be recorded."
request_185,389.78,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Wait and pay the full EUR 1,257.30 on 2026-01-15, once the balance can safely absorb it. Landlord notice: renewed lease increases monthly rent by 12% effective next rent payment (recurring expense change, no event_id given)."
request_186,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the ZAR 22,000 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-03-15. Employer confirms the payroll following 2025-12-15 (i.e. next cycle) will be ZAR 31889, after an already-recorded reduced payment (event_17154, ZAR 17538.95) due to approved unpaid leave."
request_187,36573.65,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Wait and pay the full INR 187,500 on 2024-11-15, once the balance can safely absorb it."
request_188,25.26,not_affordable,not_recommended,none,,none,"Not recommended right now: only EUR 25.26 can be paid without dropping below the EUR 900 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-03-04. event_17401 is a closed one-time work-expense reimbursement, not regular salary; no further reimbursement is scheduled."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 in full on 2026-07-04. This keeps at least EUR 400 available through the 90-day forecast. Confirmed salary increase to EUR 627 effective 2026-07-15 (permanent change).
request_190,568.86,affordable_with_plan,wait,2025-02-15:2557.50,,reduce_to:event_17577:37.50,"Wait and pay the full EUR 2,557.50 on 2025-02-15, once the balance can safely absorb it. This requires reducing dining to its minimum to free up enough cash."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 in full on 2025-05-03. This keeps at least EUR 500 available through the 90-day forecast. Refund related to event_17662 has been initiated by the merchant but had not reached the account as of 2025-04-23; do not count until settled.
request_192,225.43,affordable_later,wait,2026-06-10:2046,2026-06-10,none,"Wait and pay the full USD 2,046 on 2026-06-10, once the balance can safely absorb it."
request_193,0.0,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,reduce_to:event_17837:34.50,"Use 3 installments of EUR 420.23 starting 2024-03-21, totaling EUR 1,260.69. This keeps the balance at or above EUR 1,000 at every step. This requires reducing dining to its minimum to free up enough cash. Employer confirms temporary reduced monthly salary of EUR 1750.32 continues for the next payroll cycle (message dated 2024-03-05)."
request_194,37622.78,affordable_later,wait,2025-10-15:132800,2025-10-15,none,"Wait and pay the full INR 132,800 on 2025-10-15, once the balance can safely absorb it. Employer moved the payroll credit date to 2025-08-23; salary amount itself unchanged."
request_195,0.0,not_affordable,not_recommended,none,,none,Not recommended right now: no part of this can be paid without dropping below the EUR 700 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-03-11. Next payroll cycle confirmed at EUR 1222.65 (described as reduced) due to approved unpaid leave; one-off adjustment following a further-reduced December payment.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 in full on 2024-06-03. This keeps at least EUR 500 available through the 90-day forecast.
request_197,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the IDR 26,245,900 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-01-21. Employer confirms next salary of IDR 38,190,000 scheduled for 2025-11-15 (approved by payroll, not yet settled)."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 in full on 2026-07-07. This keeps at least INR 124,300 available through the 90-day forecast. Disputed extra card charge (event_18269) remains under investigation as of 2026-06-28; no reversal has been posted yet."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67 starting 2024-09-07, totaling IDR 24,620,960.01. This keeps the balance at or above IDR 25,359,500 at every step. ShiftPay's next weekly payout was still pending/unsettled as of 2024-08-24; do not count until settlement is confirmed."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 in full on 2025-02-06. This keeps at least IDR 20,114,600 available through the 90-day forecast. Quarterly performance bonus amount and payment date remain unconfirmed, pending final performance review; not counted until confirmed."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 in full on 2026-04-03. This keeps at least IDR 17,304,500 available through the 90-day forecast. Seasonal contract ended per employer notice 2026-03-26; no off-season income or contract renewal confirmed."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 in full on 2024-12-05. This keeps at least INR 147,800 available through the 90-day forecast. Bank notes minimum payments are due on two separate card accounts this month; a payment to one card does not cover the other's minimum due."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93 starting 2025-05-10, totaling EUR 1,499.79. This keeps the balance at or above EUR 1,400 at every step."
request_204,546.3,affordable_later,wait,2026-02-15:588.74,2026-02-15,none,"Wait and pay the full EUR 588.74 on 2026-02-15, once the balance can safely absorb it."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 in full on 2024-03-06. This keeps at least IDR 13,994,300 available through the 90-day forecast."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96 starting 2025-08-03, totaling EUR 1,460.88. This keeps the balance at or above EUR 900 at every step."
request_207,6629.47,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait and pay the full ZAR 11,830 on 2026-07-15, once the balance can safely absorb it."
request_208,2841210.92,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait and pay the full IDR 4,413,000 on 2024-06-15, once the balance can safely absorb it. Investment value declined but is unrealized (no sale, no cash transaction); not counted in cash flow."
request_209,1414.4,not_affordable,not_recommended,none,,none,"Not recommended right now: only ZAR 1,414.40 can be paid without dropping below the ZAR 18,400 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-11-25."
request_210,963.07,affordable_with_plan,partial_payment,2026-04-06:963.07|2026-04-15:396.95,2026-04-15,none,"Pay USD 963.07 today (2026-04-06) and the remaining USD 396.95 on 2026-04-15. This keeps at least USD 2,000 available throughout. Disputed extra card charge on event_19334 is still under investigation; no reversal has been posted, so it remains a real debit for now."
request_211,316.49,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Wait and pay the full EUR 1,788.60 on 2024-11-15, once the balance can safely absorb it."
request_212,7317465.79,not_affordable,not_recommended,none,,none,"Not recommended right now: only IDR 7,317,465.79 can be paid without dropping below the IDR 29,579,800 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-02-28. Employer confirms a previously-scheduled salary payment date shifted to 2025-02-23, replacing the prior notice's date."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63 starting 2026-01-21, totaling USD 3,496.89. This keeps the balance at or above USD 2,100 at every step. Seasonal contract with HarborWorks has ended; no off-season income or contract renewal has been confirmed."
request_214,39694.34,affordable_with_plan,partial_payment,2024-12-04:39694.34|2025-01-15:30055.66,2025-01-15,none,"Pay INR 39,694.34 today (2024-12-04) and the remaining INR 30,055.66 on 2025-01-15. This keeps at least INR 174,900 available throughout. Foreign-currency refund was still processing as of 2024-11-25; final home-currency credit amount not yet known, so no amount should be assumed."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15 starting 2025-05-09, totaling ZAR 31,185.45. This keeps the balance at or above ZAR 15,700 at every step. Next QuickCrew payout still pending and not withdrawable until closed; not counted as confirmed cash."
request_216,433.94,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Wait and pay the full USD 3,332.40 on 2026-09-15, once the balance can safely absorb it. Confirmed salary increase to USD 2424 effective 2026-07-15 (permanent change)."
request_217,17783.36,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,,reduce_to:event_19979:561.44|reduce_to:event_20045:663.30,"Use 3 installments of ZAR 12,889.07 starting 2024-03-19, totaling ZAR 38,667.21. This keeps the balance at or above ZAR 26,800 at every step. This requires reducing shopping to its minimum; reducing dining to its minimum to free up enough cash."
request_218,26713995.96,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33 starting 2025-08-07, totaling IDR 63,587,679.99. This keeps the balance at or above IDR 34,477,200 at every step."
request_219,0.0,not_affordable,not_recommended,none,,none,"Not recommended right now: no part of this can be paid without dropping below the EUR 1,100 you want to keep. Committed expenses over the next 90 days consume the available headroom before 2026-06-13. Regular salary of EUR 1914 resumes 2026-04-15; a new recurring childcare payment (expense) also begins that month per employer notice."
request_220,36.8,not_affordable,not_recommended,none,,none,"Not recommended right now: only EUR 36.80 can be paid without dropping below the EUR 1,100 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2024-07-03."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 in full on 2025-11-03. This keeps at least INR 81,500 available through the 90-day forecast. Refund (event_20379) initiated but not yet received; do not count until it settles into the account."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 in full on 2026-01-05. This keeps at least ZAR 27,300 available through the 90-day forecast. Client approved an invoice for ZAR 35200 with settlement expected 2026-01-15 (ClientDesk); an approved-but-unsettled receivable, so not counted as confirmed cash."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 in full on 2024-09-07. This keeps at least EUR 800 available through the 90-day forecast.
request_224,9093636.46,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-04-15,none,"Use 2 installments of IDR 5,370,040 starting 2025-02-04, totaling IDR 10,740,080. This keeps the balance at or above IDR 22,187,600 at every step. Employer confirms the funds tied to event_20615 are a one-time reimbursement of prior work expenses (claim closed, no further reimbursements), not regular salary."
request_225,10564820.6,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,reduce_to:event_20649:314450,"Use 3 installments of IDR 7,647,120 starting 2026-07-20, totaling IDR 22,941,360. This keeps the balance at or above IDR 17,670,700 at every step. This requires reducing streaming to its minimum to free up enough cash. Lease renewal increases the monthly rent by 12%, effective from the next rent payment; no specific new amount or event id was provided."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 in full on 2024-12-03. This keeps at least INR 209,400 available through the 90-day forecast."
request_227,16360.25,not_affordable,not_recommended,none,,none,"Not recommended right now: only INR 16,360.25 can be paid without dropping below the INR 62,900 you want to keep. Committed expenses over the next 90 days use up the remaining headroom, so no full, partial or installment plan stays safe by 2025-06-20. A further quarterly bonus is still pending final performance review with no confirmed amount or date; do not project it (the earlier bonus, event_20837, is already settled)."
